编码,名称
2000071308,云南省昆明市国信公证处
2000071323,湖南亿能电子科技有限公司
2000071324,广州品野模型艺术设计有限公司
2000071325,宁波市金榜汽车电子有限公司
2000071329,湖南唯合天成文化发展有限责任公司
2000071363,广州联诚轨道装备科技有限公司
2000071364,广州乐创达安全防护用品有限公司
2000071365,佛山市思美华文品牌策划有限公司
2000071366,永清环保股份有限公司
2000071367,安徽彩祺环保新材料科技有限公司
2000071368,郑州易特力机电设备有限公司
2000071369,洛阳市涧西区正道通达物资经营部
2000071519,中国电信股份有限公司湖南分公司
2000071595,广西罗西服饰有限公司
2000071596,广西古浩服饰有限公司
2000071597,大同市开发区明大广告装饰有限公司
2000071599,广州吉致机电设备有限公司
2000071600,保利物业服务股份有限公司
2000071601,台州玺砚商贸有限公司
2000071610,湖南雄略机电设备有限公司
2000071611,清华大学出版社有限公司
2000071676,河南鹏瑞铁道工程有限公司
2000071759,洛阳明律专利代理事务所（普通合伙）
2000071760,湖南宏铁信息科技有限公司
2000071769,青岛源至诚交通装备科技有限公司
2000071827,四川原力工程设计有限公司湖南分公司
2000071854,河南维骏商贸有限公司
2000071855,湖南十八洞山泉水有限公司
2000071860,广州甘之泉桶装水有限公司
2000071884,常州邓氏运输有限公司
2000071885,湖南斌畅商贸有限公司
2000071886,河南百信药业有限公司
2000071935,湖南德尔迪环保科技有限公司
2000071950,长沙德铭新材料技术有限公司
2000071983,广西东霖文化传播有限公司
2000071994,洛阳锦之邑商贸有限公司
2000072189,成都市德恩智造科技有限责任公司
2000072190,湖南创制科技有限公司
2000072238,安倍斯特商务咨询和移民服务公司
2000072239,中国铁路武汉局集团有限公司
2000072265,深圳市奥博展览策划有限公司
2000072266,王亮
2000072267,Jernbane Engineering Private Limited
2000072268,湖南洪龙建设工程有限公司
2000072280,北京盛大创新国际会展有限公司
2000072307,北京中天奥博国际经济文化发展中心
2000072308,盐城市乾智装饰建材有限公司
2000072309,盐城市亭湖区隆车宝汽车用品经营部
2000072310,沧州渤海新区巴蜀人家餐饮服务店
2000072311,上海锐势机器视觉科技有限公司
2000072369,北京航信伟业保温科技有限公司
2000072370,成都交控科技有限公司
2000072371,成都晟亚照明工程有限公司
2000072372,新疆维吾尔自治区特种设备检验研究院
2000072425,湖南灵瑞智能科技有限责任公司
2000072426,河南普昂电子科技有限公司
2000072477,南宁市闽悦饮用水店
2000072478,中华联合财产保险股份有限公司南宁中心支公司
2000072547,湖南新时代房地产评估咨询有限公司株洲新时代分公司
2000072548,广西臻赢信息科技有限公司
2000072549,中招康泰项目管理有限公司
2000072550,北京能永科技发展有限责任公司
2000072551,杭州世贸西湖四季艺联都市酒店有限公司
2000072552,湖南大地德立房地产土地资产评估有限公司
2000072686,新疆百瑞安消防设备有限公司
2000072687,上海元全机电设备有限公司
2000072688,重庆瑞莱尔博自动化设备有限公司
2000072689,西安宏图致胜电力科技有限公司
2000072690,上海嘉成轨道交通技术服务有限公司
2000072691,深圳市南方银通科技有限公司
2000072692,石家庄科新思创轨道交通设备有限公司
2000072693,南京道永通信技术有限公司
2000072710,湖南日报全媒体发展有限公司
2000072711,昆明市晋宁区小石饭店
2000072712,盐城鸿世达商务服务有限公司
2000072713,宁波市郎驰新材料科技有限公司
2000072714,武汉示也科技有限公司
2000072715,上海浮汰芭贸易有限公司
2000072716,3PT B.V.
2000072717,黄石市东楚传媒广告有限公司
2000072779,深圳宇翊技术股份有限公司
2000072781,长沙众乐体育组织服务有限公司
2000072782,湖南铁牛运输有限公司
2000072783,株洲一广铁路咨培物流有限公司
2000072784,株洲徐家塘远东实业有限公司
2000072836,北京显约科技有限公司
2000072890,广州市沅兴空调设备安装有限公司
2000072891,深圳市云境传媒文化传播有限公司
2000072896,南宁市企业和企业家联合会
2000072897,广西富兰特档案设备有限公司
2000072909,台州市黄岩苇渡模塑有限公司
2000072927,湖北公路客运集团股份有限公司
2000072962,盐城市综合交通运输学会
2000072963,彬野起重机械（上海）有限公司
2000072964,山东有为数控机械有限公司
2000072965,北京博宇凯信机械设备有限公司
2000072966,深圳华普通用科技有限公司
2000072967,摩登纳（中国）自动化设备有限公司
2000073007,国能路港（北京）物资有限公司
2000073023,乌鲁木齐经济技术开发区佳印图文社
2000073024,长沙剑工建筑工程有限公司
2000073025,江苏徐工电子商务股份有限公司
2000073056,长沙远卓电子科技有限公司
2000073057,北京语恒国际知识产权代理有限公司
2000073058,广东省第二中医院
2000073114,东方国际招标有限责任公司
2000073116,深圳市益鑫达工业设备有限公司
2000073132,上海晔懋机电科技有限公司
2000073133,武汉瑞慈瑞岳综合门诊部有限公司
2000073134,株洲臻泛渼汽车服务有限公司
2000073202,合肥安聚仪电科技有限公司
2000073203,株洲瑞鑫数码产品有限公司
2000073204,宁波甬江众鑫能源有限公司
2000073236,南宁市双升五金有限责任公司
2000073265,广西建工集团桂港建筑装饰有限公司
2000073266,株洲广达商贸有限公司
2000073364,兰州瑞谷智能设备有限责任公司
2000073365,唐山锐泉科技有限公司
2000073366,武汉谷安达电子科技有限公司
2000073386,沧州同杰机械制造有限公司
2000073387,广州泰络电子科技有限公司
2000073388,湖南赋安工程建设集团有限公司
2000073389,湖南中亿达物流有限公司
2000073441,洛阳维乐口腔医院管理有限公司
2000073442,湛江市粤绿环保科技有限公司
2000073443,广西科艺蓝工程咨询有限公司
2000073444,佛山市南海区狮山建设铜铝型材有限公司
2000073518,广东澳美铝业有限公司
2000073519,中国邮政集团有限公司广州市番禺区邮政局
2000073520,广州市番禺区佳医邦陇枕社区卫生服务站
2000073526,洛阳尚浦酒店管理有限公司
2000073538,李应宗
2000073577,华为云计算技术有限公司
2000073606,湘潭兴平工贸有限公司
2000073607,财付通支付科技有限公司
2000073608,乌鲁木齐地铁物业管理服务有限公司
2000073609,乌鲁木齐地铁置业有限责任公司
2000073610,乌鲁木齐市水磨沟区红光家具经销部
2000073611,广东坚美铝型材厂（集团）有限公司
2000073688,五矿国际招标有限责任公司湖南分公司
2000073689,湖南德顺阳光项目管理有限责任公司
2000073690,湖南维尼文化传媒有限公司
2000073703,方溯认证检测研究院（深圳）有限公司
2000073715,洛阳懿皇房产经纪有限公司
2000073717,董海针
2000073718,北京明源时代科技有限公司
2000073719,株洲天煌机电有限公司
2000073720,浙江时代国际展览服务有限公司
2000073805,深圳市丹江情餐饮管理有限公司
2000073806,广州丽芳园林生态科技股份有限公司
2000073807,广州市晨康贸易发展有限公司
2000073854,深圳华菱企业管理咨询有限公司
2000073857,山东恒量测试科技有限公司
2000073918,中税网（上海）智能科技有限公司广西分公司
2000073920,株洲聚兴科技有限公司
2000073968,武汉三义瑞达控制设备有限责任公司
2000073969,南宁红柿子数码影像有限责任公司
2000074009,株洲生命伟业信息服务有限公司
2000074030,湖南智川安全科技有限公司
2000074087,湖南中亘科技有限公司
2000074088,建湖星辰工艺品有限公司
2000074090,韶关市曲江生林矿业有限公司
2000074091,株洲市二医院
2000074093,昆明旭唯文化传播有限公司
2000074156,西安凯锐测控科技有限公司
2000074157,深圳欧路源科技有限公司
2000074158,广州市微尔森信息技术咨询有限责任公司
2000074159,广州市联城中港广告器材股份有限公司
2000074176,江苏兴瑞和通信系统工程有限公司
2000074177,中钧太元（武汉）能源科技有限公司
2000074178,东莞市东桦科技有限公司
2000074245,湖南茗辉机电科技有限公司
2000074246,云南傅山工贸有限公司
2000074247,北京泰祥和科技有限公司
2000074248,北京卓宏润酒店管理有限公司
2000074249,湖南景皓物流服务有限公司
2000074268,中车成型科技（青岛）有限公司
2000074283,株洲雨轩科技有限公司
2000074284,江阴市精盈模塑科技有限公司
2000074286,沧州市运河区辰清日用品店
2000074287,宁波源成新材料科技有限公司
2000074288,液化空气（上海）气体有限公司
2000074289,佛山市宸弘铝业有限公司
2000074290,华企融合国际管理咨询（北京）有限公司
2000074291,株洲源盛物流有限公司
2000074313,广西广宇文化传媒有限公司
2000074353,World Design Organization (WDO)
2000074370,苏州锐迪联电子科技有限公司
2000074371,武汉智能装备工业技术研究院有限公司
2000074372,宁波海曙戴创电脑经营部
2000074389,厚普清洁能源股份有限公司
2000074390,乌鲁木齐市新华书店发行有限责任公司
2000074391,无锡市宸锐营销策划有限公司
2000074392,树根互联股份有限公司
2000074430,山东凌工新能源科技有限公司
2000074484,新疆腾鑫隆商贸有限公司
2000074485,常州市卓之然机电工程有限公司
2000074486,国网新疆电力有限公司
2000074487,青岛德认质量技术服务有限公司
2000074542,长沙物美文化传播有限公司
2000074543,湖北盛世百德电气有限公司
2000074544,宁波江北宏安市政设施养护有限公司
2000074545,武汉锐瑞昌科贸有限公司
2009989,北京时代制动科技有限公司
21.00000456B,哈尔滨工业大学
21.00012449R,中国科学院沈阳自动化研究所
21.04723485,中国铁路沈阳局集团有限公司沈阳车辆段
21.04838795D,苏州兆和空气系统股份有限公司
21.04873793,大连斯频德环境设备有限公司
21.04952893X,大连北方互感器集团有限公司
21.05111432,大连铁丰轨道交通装备有限责任公司
21.05719899,沈阳捷通腾跃科技有限公司
21.05806834X,大连含章经贸发展有限公司
21.1156767XQ,大连三轨科技有限公司
21.11766021,中国铁路物资沈阳公司
21.11772734,沈阳铁路信号有限责任公司
21.1179807,沈阳市特种电器厂
21.11852005,大连中铁换热技术有限公司
21.1185753,大连大轴轴承有限公司
21.11875535,大连第一互感器有限责任公司
21.11941318,抚顺特殊钢(集团)有限责任公司
21.12021215,丹东市中讯科技有限公司
21.12057168,锦州铁道勘察设计院有限公司
21.1214501,大石桥市太公民政耐火材料厂
21.1214501,大石桥市鸿发耐火材料有限公司
21.18485251U,大连北方机车车辆配件制造有限公司
21.19642231W,沈阳新松机器人自动化股份有限公司
21.20241539,丹东鸭绿江敏感元件有限公司
21.20926469F,沈阳中铁安全设备有限责任公司
21.2407065,沈阳新铁兴机车机械厂
21.24106304,大连三轴轴承有限公司
21.24239971,瓦房店轴承股份有限公司
21.24319958,大连第三轴承厂
21.24319957X,大连第二轴承厂
21.24367425,沈阳鑫源机电设备有限公司
21.26036037E,沈阳中车泽通科技有限公司
21.29082493M,鞍山雷盛电子公司
21.38688067Y,辽宁红德电碳制品有限公司
21.40929878C,大连诚和精密工业有限公司
21.41204423,大连联合众恒商贸有限公司
21.41283929E,中车大连机车车辆有限公司
21.43024402A,中车大连机车研究所有限公司
21.46300049,辽宁省计量科学研究院
21.46300133,沈阳工业大学
21.4975594XH,丹东安邦涂料有限公司
21.55495142,大连晨茂源商贸有限公司
21.56076574W,大连科琳清洗化学有限公司
21.58388515,沈阳金威格机电设备有限公司
21.59805042,辽宁忠旺进出口贸易有限公司
21.59935848T,大连华天软件有限公司
21.60389458,丹东华日理学电气股份有限公司
21.60405038,营口鑫源金属套管有限公司
21.60418767,辽阳象屿铝业有限公司
21.60460817,东软集团股份有限公司
21.60480267X,华阳恩赛有限公司
21.60485723,大连三星五洲化工有限公司
21.64421868H,大连乾进国际物流有限公司
21.64430019P,中日友好大连人才培训中心
21.64677033W,沈阳中变电气有限责任公司
21.66459765,航天长峰朝阳电源有限公司
21.66582488,大连久荣科技有限公司
21.67530177,沈阳海博科技有限公司
21.67531959,中航光电华亿（沈阳）电子科技有限公司
21.67950187,沈阳中车西屋轨道制动技术有限公司
21.68331642,沈阳恒宇华锐机车车辆配件有限公司
21.69269213,辽宁丹东万全仪器有限公司
21.69358352,锦州博宇铁路设备有限公司
21.69653884,沈阳诚桥真空设备有限公司
21.69940874,辽宁双佳技术有限公司
21.70194866,沈阳市黎明机械构件制造厂
21.71572194,沈阳斯沃电器有限公司
21.71782548,中国大连高级经理学院
21.72098017,沈阳福润德仪器制造有限公司
21.72349428,大连海鹏铁路装备有限公司
21.72601198,大连特安技术有限公司
21.72603092X,大连金铁机车车辆配件有限公司
21.73466673,沈阳瑞丰电力设备有限公司
21.73644112,大连龙图信息技术股份有限公司
21.74076829,辽宁同泽减震器有限公司
21.74093037,大连东芝机车电气设备有限公司
21.74096539D,大连林帝进出口有限公司
21.74270509,沈阳市航发机械加工有限责任公司
21.74275523,丹东市万全无损检测仪器厂
21.74642306G,东芝白云真空开关管（锦州）有限公司
21.75992924,大连长之琳科技股份有限公司
21.76076973,大连宏伟液压重工有限公司
21.76956359,沈阳兴华航空电器有限责任公司
21.77463052,辽宁铁鑫铁路设备制造有限公司
21.7772865,大连铁兴轨道机车配件有限公司
21.78163721,营口煜东矿山设备有限责任公司
21.79317953X,沈阳奇跃科技有限公司
21.79459729R,中车大连电力牵引研发中心有限公司
21.7976762,铁岭市时代橡塑有限公司
21.8008235XN,沈阳飞机工业集团物流装备有限公司
21.83021969F,大连海天兴业科技有限公司
21.94819549N,辽宁华日高新材料股份有限公司
21.96173451D,丹东锐新射线仪器有限公司
21.98470887K,沈阳中之杰流体控制系统有限公司
21.A0QCLQE3X,大连研铁轨道装备有限公司
21.A0QFJE38A,抚顺市皓琪品牌设计中心
21.A0TQGGN9A,大连艾迪奥管理咨询有限公司
21.A0TT2DH9R,荣信汇科电气股份有限公司
21.A0U67ER62,大连可贞轨道交通设备有限公司
21.A0XNUWC6K,大连祥弈印刷有限公司
21.A0XU6NP80,沈阳市益联科技智能交通设备制造厂
21.A1011J91Y,沈阳瑞德交通轨道设备有限公司
21.A108XAD2U,大连博特仪表有限责任公司
21.A7DTK1T87,抚顺中煤科工检测中心有限公司
21.ABN0B104M,沈阳汇思真空工业设备有限公司
21.AD8HF6A12,大连文翰企业管理咨询有限公司
21.AOTR3WB2L,沈阳纵横现代有轨电车驾驶员培训服务学校有限公司
21.AOYHE8Q2X,沈阳世昌豪德电气设备有限公司
21.E49703294,沈阳铁路局锦州机务段
21.LS0000001,丹东射线仪器(集团)股份有限公司仪表元件厂
21.LS0000002,沈阳中捷科技开发公司
21.LS0000003,大连轴承厂
21.LS0000004,抚顺叉车制造有限公司
21.LS0000005,大连千森体育设施工程有限公司
21.LS0000011,沈阳维科真空技术有限公司
21.LS0000015,沈阳低压开关厂
21.LS0000016,大连交通大学兴科中小企业服务中心
21.LS0000017,沈阳招标中心
21.LS0000018,大连昌荣炉业有限公司
21.LS0000019,大连交通大学科技开发公司
21.MA0XQ9YJ5,瑞普金安捷（大连）轨道科技有限公司
21.zjdc00016,大连威而装备技术有限公司
22.02461426G,吉林省恒辉集团有限公司
22.02525574,一汽东机工减振器有限公司
22.09954988M,长春市万喜隆轨道客车装备有限公司
22.12449305,沈阳铁路局吉林配件厂
22.23998431,研奥电气股份有限公司
22.35902224D,中车长春轨道客车股份有限公司
22.42320406,吉林大学
22.48442300Y,长春市四达实业集团有限公司
22.55048631,吉林省华信城轨配套有限公司
22.55638734,长春新纪元自动化设备有限公司
22.6059546,长春科英精益技术有限公司
22.66872379,长春市坚实经贸有限公司
22.66879869X,吉林省金越交通装备股份有限公司
22.67194867J,长春孝修计量科技有限公司
22.67564172X,吉林省诺森机电设备有限公司
22.68262415,通化铁信物资销售有限公司
22.7025429,长春市开得科贸有限公司
22.71530453,长春市森太机电技术有限公司
22.72315583,长春长客金豆不锈钢制品有限公司
22.72316116,长春中石机械制造有限公司
22.72675146,吉林麦达斯铝业有限公司破产管理人
22.73078581,长春龙泰机电设备有限公司
22.73591546,长春市新金享冷弯型钢有限公司
22.73636798N,吉林省顺腾铁路配件有限公司
22.74046509X,公主岭市机车附件厂
22.75617302,长春市万喜隆科技有限公司
22.75618077,长春市基腾工贸有限公司
22.82614025D,吉林省力诚科技有限公司
22.82619889P,吉林市祥隆铁路救援技术开发有限公司
22.83365315B,吉林希尔工贸有限责任公司
22.A0Y5JTA3M,长春卡达克汽车技术有限公司
22.A14BMYT6D,长春市隆升铁路配件有限公司
22.A14CDGU0A,长春柏晨金属制品有限公司
22.A16XAGX3G,长春心洋轨道交通设备有限公司
23.01064446,哈尔滨瑞川电力机械设备有限公司
23.12696186X,中国铁路物资哈尔滨公司
23.12704746,哈尔滨电碳厂
23.12713553,哈尔滨哈铁装备制造有限公司
23.12802493,福州市城门敖峰闽榕茶厂
23.12806646,哈尔滨威克科技有限公司
23.12842317,齐齐哈尔市车城车辆经贸中心
23.12973604,佳木斯市铁路灯具厂
23.24007919W,哈尔滨焊接研究院有限公司
23.27045265Y,哈尔滨威克技术开发公司
23.28390159N,齐齐哈尔金车标准件有限责任公司
23.44173465B,哈尔滨市科佳通用机电股份有限公司
23.63857435,中车齐齐哈尔车辆有限公司
23.66565137,哈尔滨轴承制造有限公司
23.70014731K,哈尔滨产权交易所有限责任公司
23.70041415,哈尔滨恒达交通设备技术开发有限公司
23.70296319,哈尔滨工业大学远光光电仪器有限公司
23.74417656X,哈尔滨通达工业环保自动化有限公司
23.74952426,哈尔滨飞奔汽车喇叭制造有限公司
23.74954985,哈尔滨宇龙自动化有限公司
23.75236689X,齐齐哈尔齐力达电子有限公司
23.76270176X,哈尔滨铁路局工业总公司齐齐哈尔电力机械厂养路机械制造厂
23.90717243R,哈尔滨工程大学船舶装备科技有限公司
23.LS0000001,哈尔滨焊接技术培训中心
23.LS0000002,机械工业哈尔滨焊接技术培训中心
23.LS0000003,机械工业哈尔滨焊接技术研究所
23.LS0000005,哈尔滨炬光灯具厂
23.LS0000008,哈尔滨轴承发展有限公司
23.LS0000010,东北轻合金有限责任公司
23.LS0000012,哈尔滨中德技术发展有限公司
23.LS0000013,齐齐哈尔泰格自动化有限公司
30001,湖北武汉钢铁集团公司
301102,湖北神龙汽车公司
31.00001472J,中国港口协会
31.00001932,上海底特精密紧固件股份有限公司
31.00674728,上海克洛力实业有限公司
31.00DK00010,上海乐到文化传播有限公司
31.01380174W,树行科技（上海）有限公司
31.0148888XM,佰勒优智能机械（上海）有限公司
31.01541150X,上海中车轨道交通科技有限公司
31.01637179L,上海互和信息科技有限公司
31.0166505,上海铁佑轨道交通技术有限公司
31.03004761Q,汉诺威米兰展览（上海）有限公司
31.03072334U,上海铁路站场调速技术中心有限公司
31.03275983G,上海容基工程项目管理有限公司
31.0346914,上海东方刺绣家纺有限公司
31.03482798J,上海双菱风能电力设备有限公司
31.05126884,上海凌翼动力科技有限公司
31.05297259X,德马吉国际展览有限公司
31.05301176,上海临泸石油化工有限公司
31.05458491,翱炜（上海）企业管理咨询有限公司
31.05509038,杉广商贸（上海）有限公司
31.05509133,拓睿信息科技（上海）有限公司
31.05587870X,德勤华永会计师事务所（特殊普通合伙）
31.05591093,上海宣润酒店厨具设备有限公司
31.06599059,上海岐典企业管理咨询有限公司
31.0660188,上海锦谕检测科技有限公司
31.06602157,上海御云信息科技有限公司
31.06777074,上海江衡软件科技有限公司
31.0677836,上海大业永顺商贸有限公司
31.069353,上海土狼电子商务有限公司
31.06935438,上海悟力仪表电器有限公司
31.07205682A,林德（中国）叉车有限公司上海分公司
31.07210485N,上海蓝波高电压技术设备有限公司
31.07216113,上海格拉曼国际消防装备有限公司
31.07253733,现代（中国）电梯有限公司
31.07255844,上海莱伯斯润滑技术有限公司
31.07288661K,美建建筑系统（中国）有限公司
31.07291101,上海地铁维护保障有限公司车辆分公司
31.07299356,上海研本贸易有限公司
31.07303892M,复盛实业（上海）有限公司
31.07323674X,梅特勒-托利多国际贸易（上海）有限公司
31.07326602,普华永道咨询（深圳）有限公司上海分公司
31.07353187,瑞曼迪斯（上海）工业科技有限公司
31.07369509P,威图电子设备（上海）有限公司
31.07402023,阿特拉斯·科普柯（上海）贸易有限公司
31.07411834H,上海江丰家具有限公司
31.07421996,美世（中国）有限公司
31.07431341C,福伊特驱动技术系统（上海）有限公司
31.0743166,采埃孚销售服务（中国）有限公司
31.07432299U,百超（上海）精密机床有限公司
31.07477104,上海恆舟科技有限公司
31.07478731X,上海斯那工业设备工程有限公司
31.07484211,上海本勤实业有限公司
31.07545147,上海汉邦实业有限公司
31.07818268,上海锴汇电气有限公司
31.08202012,上海立昱机电设备有限公司
31.08405633,航溢电子机械设备（上海）有限公司
31.08617449X,柏中紧固件（上海）有限公司
31.10937447Y,理光（中国）投资有限公司
31.10938431J,米其林（中国）投资有限公司
31.11021272,上海市闵行区美朗电器经营部
31.110MA1G83,中车城市交通有限公司
31.12173082T,上海政飞电子科技有限公司
31.1230971XU,由可贸易（上海）有限公司
31.12582951T,上海怿星电子科技有限公司
31.13213251,上海瑞豪实业有限公司
31.13217624,上海阳和办公用品有限公司
31.13218627,上海福岛化工科技发展有限公司
31.13220336,中国铁路通信信号上海工程局集团有限公司
31.13220397,中国外运钱塘公司
31.13220552,上海申通地铁股份有限公司
31.13220698,上海耀华复合材料有限公司
31.13221463,上海机电产品销售公司
31.13222553,上海申航进出口有限公司
31.13223174,上海兴亚报关有限公司
31.13224062,中国铁路上海局集团有限公司物资采购所
31.13227704,上海神华贸易发展有限公司
31.13228446,上海航天设备制造总厂
31.13233079X,上海市安装工程集团有限公司
31.13261486,上海俐民商场
31.13262769X,上海南洋电缆厂
31.13262995,上海华夏电器仪表有限责任公司
31.13267079,上海新跃仪表厂
31.1327416,上海西利康高新技术有限公司
31.13276447,上海上缆辐照技术开发有限公司
31.13277709X,上海大鹏国际货运有限公司
31.13296705,上海天佑铁道新技术研究所股份有限公司
31.1330113,上海新艺仪表厂有限公司
31.13301129X,上海新艺绝缘材料有限公司
31.13302399,上海铁路通信有限公司
31.13303889,上海肯特智能仪器有限公司
31.1330789,上海东方泵业（集团）有限公司
31.13348784,宝钢工程建设有限公司
31.13353225,上海沪东电碳有限公司
31.1337383,上海顺潮工业有限公司
31.13388272,上海唐车国际贸易有限公司
31.13392082,上海申茂电磁线有限公司
31.13400567,上海奉贤钢管厂有限公司
31.1341064,上海海蛟交通设备有限公司
31.13450775,上海民高科技有限公司
31.13452054,上海哈迪威不锈钢有限公司
31.13454427,上海九方铁路机车有限公司
31.13457316,上海上压配件销售有限公司
31.13457995,上海中控自动化系统有限公司
31.13467795,上海申仕科技有限公司
31.15050547,中国铁路物资上海公司马鞍山材料厂
31.20001608,上海国际商品拍卖公司
31.20838128N,上海中车申通轨道交通车辆有限公司
31.23172077M,上海企翼企业管理咨询有限公司
31.25006125J,同济大学后勤集团
31.2501351X8,上海材料研究所有限公司
31.29401642N,上海威胜科技发展有限公司
31.2941235X5,上海博闻汽车配件有限公司
31.29446808Y,基恩士（中国）有限公司
31.29488718,上海拓开电子有限公司
31.29497234,上海京扬紧固件有限公司
31.298238,上海谙能风机有限公司
31.30636994,上海方德自动化设备股份有限公司
31.30703974H,上海文依电气股份有限公司
31.30729955T,上海同济城市轨道交通有限公司
31.30871636W,上海浦东申高电容器有限公司
31.30959865,上海贝智实业有限公司
31.3097095XF,上海顺创测控工程有限公司
31.31055484,巍波液压设备贸易（上海）有限公司
31.31187457,上海威贸电子股份有限公司
31.31219767,上海鼎致市场营销策划工作室
31.31343114T,上海地铁东方旅馆有限公司
31.31431480X,上海佳特高电压电气设备有限公司
31.31609761,上海意中科技发展有限公司
31.31755865,上海申通地铁集团有限公司
31.31834917Y,国泰基金管理有限公司
31.31862758K,萨克斯汽车零部件系统（上海）有限公司
31.32076134,上海玖凝实业发展有限公司
31.32134090T,上海乾与大新材料有限公司
31.32154112,上海比科翱商贸发展有限公司
31.32164445,上海熊猫机械（集团）有限公司
31.32169102,赛夺科精密主轴技术（上海）有限公司
31.32205630J,上海机电设备招标有限公司
31.3224062,中国铁路上海局集团有限公司
31.3233386X7,上海中鑫建设咨询有限公司
31.32725809K,上海热友机械设备有限公司
31.32914074K,上海东方无损检测器材有限公司
31.32970367E,上海铁院轨道交通科技有限公司
31.33244324,上海基甸商务服务有限公司
31.33275171,上海神添实业有限公司
31.33389923,上海科曼车辆部件系统股份有限公司
31.33511728E,上海华龙测试仪器有限公司
31.33732133Q,上海航天动力科技工程有限公司
31.34041211U,上海申光洗涤机械集团有限公司
31.34057356C,上海企源科技股份有限公司
31.34083220B,科建高分子材料（上海）股份有限公司
31.34416538L,上海气动成套公司三分厂
31.34512917,上海华讯网络系统有限公司
31.34557684,摩莎科技（上海）有限公司
31.34625090Y,上海稳达电讯设备厂
31.36438743N,哲弗智能系统（上海）有限公司
31.36673793C,挪亚检测技术有限公司
31.37455764,上海中陆国际贸易有限公司
31.38137601,上海瑞伯德智能系统股份有限公司
31.3853739XX,南德认证检测（中国）有限公司上海分公司
31.40265725E,上海宏蕾化工有限公司
31.42129495,上海成诚实业发展有限公司
31.42262051R,上海萱福实业有限公司
31.42292736X,上海携程宏睿国际旅行社有限公司
31.42308881E,上海和绚室内装饰有限公司
31.42500444,上海市城市建设设计研究总院
31.42500613,同济大学
31.4250143,中国船舶重工集团公司第七0四研究所
31.43753354,上海南邦洗涤剂有限公司
31.43757936A,上海东方明珠移动电视有限公司
31.45609662B,上海康比利仪表有限公司
31.46523350C,上海巨进机车配件有限公司
31.47267715A,英斯特朗（上海）试验设备贸易有限公司
31.47268152U,上海山雄自控设备有限公司
31.48148823,上海飞爵国际货物运输代理有限公司
31.4928384XX,上海癸荣机电科技有限公司
31.50593301,上海凯延计算机科技发展有限公司
31.50980336,谱弦测试技术（上海）有限公司
31.51007715,赛太（上海）液压科技有限公司
31.51103220B,懿朵信息科技（上海）有限公司
31.51113226J,上海蔚里精密机械科技有限公司
31.51141155H,上海凌光投资管理有限公司
31.51261147K,上海文景信息科技有限公司
31.51510322D,上海南济轨道设备科技开发有限公司
31.51575433E,上海亚竹化工科技有限公司
31.5290848XR,上海杨高电器有限公司
31.52931057L,上海博道电子商务有限公司
31.52943971Q,上海逊艺展览设计工程有限公司
31.52945467N,上海快联门业有限公司
31.53024321N,上海政采项目管理有限公司
31.53028760B,上海丸浜电子科技有限公司
31.53179551N,上海风语筑文化科技股份有限公司
31.54250933,上海宝曼企业管理咨询有限公司
31.55001658,上海锦东纸业有限公司
31.55056140C,上海波客实业有限公司
31.55151556,开勒环境科技（上海）股份有限公司
31.55431804,吕策贸易（上海）有限公司
31.55720487Y,上海日成电子有限公司
31.55882678,上海弘焱电子科技有限公司
31.56016111X,欧鹏投资咨询（上海）有限公司
31.56016318,上海福豆机械成套设备有限公司
31.56186356X,上海聚安实业有限公司
31.56189618,捷斯曼控制技术（上海）有限公司
31.56190708,上海上力特种电缆有限公司
31.56655874,华荣科技股份有限公司
31.56807181,艾立韦尔自动化工程技术（上海）有限公司
31.56955786,上海宝锻机械制造有限公司
31.57079212,上海远基企业管理咨询有限公司
31.57083407,上海厚泰贸易有限公司
31.57414994,多玛凯拔门控系统有限公司
31.57466992,上海瑞比度信息科技有限公司
31.57486693N,树格贸易（上海）有限公司
31.57570524,上海国力电气科技有限公司
31.57580061,泰尔精蜡（上海）有限公司
31.5769500XK,上海晨光科力普办公用品有限公司
31.57740695,威登（上海）机械设备有限公司
31.57742308,上海异晟实业有限公司
31.57742564,上海文采实业有限公司
31.57912029,正泰电气股份有限公司
31.57912611,伏能士（上海）商贸有限公司
31.57914995,上海卓仕工业品有限公司
31.57928601N,上海泉秀国际贸易有限公司
31.58205091,上海德勤税务师事务所有限公司
31.58340048,上海朗煜电子科技有限公司
31.58409491,上海海桐机械设备有限公司
31.58439887,上海炫界文化传播有限公司
31.58445361Y,法如科技（上海）有限公司
31.58529909,上海电气泰雷兹交通自动化系统有限公司
31.58757926J,上海易启检测技术有限公司
31.58867464,上海友森信息科技发展有限公司
31.5886768,上海逸发粘接化工科技有限公司
31.59004453T,上海缘陀电子科技发展有限公司
31.59006977Q,上海国缆检测股份有限公司
31.59038653Y,爱佩仪自动精密仪器科技（上海）有限公司
31.59040622N,耐博检测技术（上海）有限公司
31.59040651X,上海富欣智能交通控制有限公司
31.59169912,上海紫琛智能科技股份有限公司
31.59306944H,上海森克电子科技有限公司
31.59314735,西奔机电设备制造（上海）有限公司
31.59317218,上海杰之能软件科技有限公司
31.5959262XC,芳源企业（上海）有限公司
31.59810093,斯凯孚分拨（上海）有限公司
31.59815367,上海紫陌电子科技有限公司
31.60711641,欧时电子元件(上海)有限公司
